akk;en
 šeš-ĝu10 a-na-zu a-ra-gig zi-ĝu10 ma-gig  ^d-na-zi im-ma-ra-an-/tu\-[ud]  šeš-ĝu10 a-na-zu a-ra-gig a2-ĝu10 ma-/gig\  ^d-a2-zi-mu2-a im-ma-ra-an-/tu\-[ud]  šeš-ĝu10 a-na-zu a-ra-gig ti-ĝu10 ma-[gig]  ^d-nin-ti im-ma-ra-an-[tu-ud]  šeš-ĝu10 a-na-zu a-ra-gig zag-ĝu10 [ma-gig]  ^d-en-sa6-ag im-ma-ra-an-[tu-ud] ;" ""My brother, what part of you hurts you?"" ""My throat hurts me."" She gave birth to Nazi out of it. ""My brother, what part of you hurts you?"" ""My arm hurts me."" She gave birth to Azimua out of it. ""My brother, what part of you hurts you?"" ""My ribs hurt me."" She gave birth to Ninti out of it. ""My brother, what part of you hurts you?"" ""My sides hurt me."" She gave birth to Ensag out of it."
 di4-di4-la2-la2 ba-tud-de3-en-na-aš niĝ2-/ba nam\-[la2]  ^d-ab-u2 lugal u2 ḫe2-a  ^d-nin-siki-la2 en ma2-gan-na ḫe2-a  ^d-nin-giri17-u3-tud ^d-nin-a-zu ḫa-ba-an-tuku-tuku  ^d-nin-ka-si niĝ2 šag4 si ḫe2-a  ^d-na-zi  u3-mu-un-dar-a  ḫa-ba-an-tuku-tuku  ^d-a2-zi-[mu2-a] [^d-nin]-ĝiš-zid-da ḫa-ba-an-tuku-tuku  ^d-/nin\-[ti] /nin\ itid-e ḫe2-a  [^d-en-sa6]-/ag\ en dilmun-na ḫe2-a ;"  ""For the little ones to whom I have given birth may rewards not be lacking. Ab-u shall become king of the grasses, Ninsikila shall become lord of Magan, Ningiriutud shall marry Ninazu, Ninkasi shall be what satisfies the heart, Nazi shall marry Nindara, Azimua shall marry Ninĝišzida, Ninti shall become the lady of the month, and Ensag shall become lord of Dilmun."""
nan; Praise be to Father Enki.
" ĝi6 re-a-ta ĝi6 an ki-bi-ta /ba\-[an-dim2-ma-ba]  [mu re]-a-/ta\ mu nam ba-[tar-ra-ba]  [^d-a]-/nun\-na-ke4-ne ba-tu-ud-da-a-ba  ^d-ama-^d-inana an ki-a ba-ḫal-ḫal-la-a-ba  ^d-ama-^d-inana […] ba-a-peš u3-tud-da-a-ba  diĝir kurum6-ma-bi A X X unu2^?--bi-še3 ba-ab-keše2-a-&lt;ba>  diĝir šar2-šar2 kiĝ2-ĝa2 al-sug2-ge-eš diĝir tur-tur du2-lum im-il2-il2-e-ne  diĝir id2 <im> dun-dun-u3-ne saḫar-bi ḫa-ra-li im-dub-dub-be2-ne  diĝir im ar3-ar3-re-ne zi-bi inim am3-ma-ĝar-re-ne ";" In those days, in the days when heaven and earth were created; in those nights, in the nights when heaven and earth were created; in those years, in the years when the fates were determined; when the Anuna gods were born; when the goddesses were taken in marriage; when the goddesses were distributed in heaven and earth; when the goddesses …… became pregnant and gave birth; when the gods were obliged …… their food …… dining halls; the senior gods oversaw the work, while the minor gods were bearing the toil. The gods were digging the canals and piling up the silt in Ḫarali. The gods, crushing the clay, began complaining about this life."
" ud-ba ĝeštug2 daĝal mud diĝir šar2-šar2 ĝal2-ĝal2  ^d-en-ki-ke4 engur buru3 a-sur-ra ki diĝir na-me šag4-bi u6 nu-um-me  ki-nu2-ni i3-nu2 u3 ku nu-um-zi-zi  diĝir er2-ra im-pad-pad-ne a-nir ĝal2 i3-ak im-me-ne  lu2 ku-ra i3-nu2-a-ra ki-nu2-bi nu-um-zi-zi-&lt;ra>  ^d-namma-ke4 ama palil u3-tud diĝir šar2-šar2-ra-ke4-ne  er2-ra diĝir-re-e-ne dumu-ni-ir ba-ši-in-de6  X mu-un-ši-nu2-u3-nam u3 mu-un-ši-ku-ku-na-nam  [X] TE BA [… nu-mu-un]-zi-zi   dim3-me2-er  šu dim2-dim2-ma-zu X gu2^?--bi im-tu10-tu10-ne   du5-mu-ĝu10  ki-nu2-zu zig3-ga  [i-bi2] ma-al-la-zu-ta na-aĝ2-kug-zu  u3-mu-e-kiĝ2-ĝa2  kiĝ2-sig10  dim3-me2-er-e-ne-ke4  u3-mu-[e]-dim2 du2-lum-bi ḫa-ba-tu-lu-/ne\ ";" At that time, the one of great wisdom, the creator of all the senior gods, Enki lay on his bed, not waking up from his sleep, in the deep engur, in the subterranean water, the place the inside of which no other god knows. The gods said, weeping: ""He is the cause of the lamenting!"" Namma, the primeval mother who gave birth to the senior gods, took the tears of the gods to the one who lay sleeping, to the one who did not wake up from his bed, to her son: ""Are you really lying there asleep, and …… not awake? The gods, your creatures, are smashing their ……. My son, wake up from your bed! Please apply the skill deriving from your wisdom and create a substitute for the gods so that they can be freed from their toil!"""
" ^d-en-ki-ke4 inim ama-na ^d-namma-ke4 ki-nu2-na ba-ta-zig3  ḫal-an-kug niĝin2 šag4 kuš2-u3-da-na ḫaš im-mi-/ni\-[ra]  ĝeštug2 ĝizzal  […] nam-kug-zu mud me-dim2 niĝ2-nam-ma SIG7-EN SIG7-ḪI im-ta-an-e3  ^d-en-ki-ke4 a2-ni ba-ši-in-de6 ĝeštug2 i3-ni10-ni10-e  ^d-en-ki-ke4 mud me-dim2 ni2-te-a-na šag4-bi ĝeštug2-ta u3-mu-ni-de5-ge  ama-ni ^d-namma-ra gu3 mu-un-na-de2-e  ama-ĝu10 mud mu-ĝar-ra-zu i3-ĝal2-la-am3 zub-sig3 diĝir-re-e-ne keše2-i3  šag4 im ugu abzu-ka u3-mu-e-ni-in-šar2  SIG7-EN SIG7-ḪI im mu-e-kir3-kir3-re-ne za-e me-dim2 u3-mu-e-ni-ĝal2  ^d-nin-maḫ-e an-ta-zu ḫe2-ak-e  ^d-nin-imma3 ^d-šu-zi-an-na ^d-nin-ma-da ^d-nin-barag «&d;nin-barag»  tud-tud-a-zu ḫa-ra-gub-bu-ne  ama-ĝu10 za-e nam-bi u3-mu-e-tar ^d-nin-maḫ zub-sig3-bi ḫe2-keše2 ";" At the word of his mother Namma, Enki rose up from his bed. In Ḫal-an-kug, his room for pondering, he slapped his thigh in annoyance. The wise and intelligent one, the prudent, …… of skills, the fashioner of the design of everything brought to life birth-goddesses . Enki reached out his arm over them and turned his attention to them. And after Enki, the fashioner of designs by himself, had pondered the matter, he said to his mother Namma: ""My mother, the creature you planned will really come into existence. Impose on him the work of carrying baskets. You should knead clay from the top of the abzu; the birth-goddesses will nip off the clay and you shall bring the form into existence. Let Ninmaḫ act as your assistant; and let Ninimma, Šu-zi-ana, Ninmada, Ninbarag, Ninmug, …… and Ninguna stand by as you give birth. My mother, after you have decreed his fate, let Ninmaḫ impose on him the work of carrying baskets."" 5 lines fragmentary …… she placed it on grass and purified the birth."
 […] i3-du3 nam-lu2-ulu3 […]  […]-ke4^?- nam-lu2-ulu3 am3-[ma-…]  […] ḪA^?- saĝ-e saĝ am3-/ma\-[…]  […] dim2-zu unu6 RI-zu ga-a-/am3\  […] SAR-e ĝiš-nu11 mi-ni-in-il2 nam-lu2^?--[ulu3 …]  […] sag2 numun2-e mi-ni-in-ri u3-tud na-bi mu-de5  ^d-en-ki-ke4 kiĝ2 ni10-ni10-da [X] mi-ni-in-la2 šag4-bi ba-ḫul2  ama-ni ^d-namma ^d-nin-maḫ-še3 ĝišbun na-am3-ma-ni-in-ĝar  gu2 SIG7-EN SIG7-ḪI nun-ne-ke4 nam-tar gi saĝ ninda i-im-gu7-e  an-e ^d-en-lil2-bi en ^d-nu-dim2-mud-e maš kug i-im-šeĝ6-šeĝ6  diĝir šar2-šar2-ra-ke4-e-ne ka tar i-im-si-il-le-ne  en ĝeštug2 daĝal-la a-ba-a ĝeštug2 i3-de5-ge  en gal ^d-en-ki-ke4 niĝ2 ak-ak-zu-še3 a-ba-a i3-sig10-ge  a-a tud-da-gin7 me nam tar-tar-ra me za-e al-me-en-na ;" Enki …… brought joy to their heart. He set a feast for his mother Namma and for Ninmaḫ. All the princely birth-goddesses …… ate delicate reed and bread. An, Enlil, and Lord Nudimmud roasted holy kids. All the senior gods praised him: ""O lord of wide understanding, who is as wise as you? Enki, the great lord, who can equal your actions? Like a corporeal father, you are the one who has the me of deciding destinies, in fact you are the me."""
 ^d-en-ki-ke4 ^d-nin-maḫ-e kaš im-na8-na8-ne šag4-bi ul mu-un-te  ^d-nin-maḫ-e ^d-en-ki-ra gu3 mu-na-de2-e  me-dim2  na-aĝ2-lu2-ulu3-ta  sag9-ge ḫul  ma-al-la-a-kam   ki šag4 gi4-a-ĝu10  na-aĝ2-tar  bi2-ib-sig10-ge bi2-ib-ḫul-e ;" Enki and Ninmaḫ drank beer, their hearts became elated, and then Ninmaḫ said to Enki: ""Man's body can be either good or bad and whether I make a fate good or bad depends on my will."""
 ^d-en-ki-ke4 ^d-nin-maḫ-e mu-na-ni-ib-gi4-gi4  nam-tar šag4-ge de6-a-zu sag9-ge ḫul  ma-al  ga-am3-ši-ib2-la2  ^d-nin-maḫ-e im ugu abzu-a šu-ni mu-ni-in-ti  lu2 gi šu šu2-šu2 sa2-sa2-de3 nu-gam lu2-u3 am3-ma-ni-in-dim2  ^d-en-ki-ke4 lu2 gi šu šu2-šu2 sa2-sa2-de3 nu-gam igi du8-a-ni-ta  nam-bi i-ni-in-tar saĝ lugal-la-ke4 am3-ma-ni-in-gub ;" Enki answered Ninmaḫ: ""I will counterbalance whatever fate -- good or bad -- you happen to decide."" Ninmaḫ took clay from the top of the abzu in her hand and she fashioned from it first a man who could not bend his outstretched weak hands. Enki looked at the man who cannot bend his outstretched weak hands, and decreed his fate: he appointed him as a servant of the king."
 gi4-bi ĝiš-nu11 gi4-gi4 lu2 u6-e am3-ma-ni-in-dim2  ^d-en-ki-ke4 ĝiš-nu11 gi4-gi4 lu2 u6-e igi [du8-a-ni-ta]  nam-bi i-ni-in-tar nam-nar mi-ni-in-ba  [X] gal ušumgal-la igi lugal-la-ke4 am3-[ma]-ni-in-[gub] ; Second, she fashioned one who turned back the light, a man with constantly opened eyes . Enki looked at the who turned back the light, the man with constantly opened eyes , and decreed his fate allotting to it the musical arts, making him as the chief …… in the king's presence.
nan; {Third, she fashioned one with both feet broken, one with paralysed feet. Enki looked at the one with both feet broken, the one with paralysed feet and …… him for the work of …… and the silversmith and …….} { She fashioned one, a third one, born as an idiot. Enki looked at this one, the one born as an idiot, and decreed his fate: he appointed him as a servant of the king.}
 peš-gi lu2 a sur-sur-ra am3-[ma]-ni-dim2  ^d-en-ki-ke4 lu2 a sur-sur-ra igi du8-a-ni-ta  a mu7-mu7 mi-ni-in-tu5 nam-tar su-bi am3-ma-ni-in-zig3 ; Fourth, she fashioned one who could not hold back his urine. Enki looked at the one who could not hold back his urine and bathed him in enchanted water and drove out the namtar demon from his body.
 peš-peš-gi munus nu-u3-tud am3-ma-ni-in-dim2  ^d-en-ki-ke4 munus nu-u3-tud igi du8-a-ni-ta ; Fifth, she fashioned a woman who could not give birth. Enki looked at the woman who could not give birth, {and decreed her fate: he made her belong to the queen's household.} { …… as a weaver, fashioned her to belong to the queen's household.}
 peš-bal-gi lu2 su-ba ĝiš3 nu-ĝar gal4-la nu-ĝar am3-ma-ni-dim2  ^d-en-ki-ke4 lu2 su-ba ĝiš3 nu-ĝar gal4-la nu-ĝar igi du8-a-ni-ta  igi lugal-la-ke4 gub-bu-de3 nam-bi a-ma-ni-in-tar ; Sixth, she fashioned one with neither penis nor vagina on its body. Enki looked at the one with neither penis nor vagina on its body and gave it the name 'Nibru eunuch ', and decreed as its fate to stand before the king.
 en gal ^d-en-ki-ke4 ^d-nin-maḫ-a-ra gu3 mu-un-[na]-de2-e  lu2 šu dim2-ma-zu-še3 nam-bi i-ni-in-tar ninda i-ni-in-šum2  ĝe26-e ga-na ga-mu-ra-ab-dim2 za-e u3-tud-bi nam-bi tar-ra-ab ;" {Ninmaḫ threw the pinched-off clay from her hand on the ground and a great silence fell}{ Enki threw all the clay to the ground and was greatly ……}. The great lord Enki said to Ninmaḫ: ""I have decreed the fates of your creatures and given them their daily bread. Come, now I will fashion somebody for you, and you must decree the fate of the newborn one!"""
 ^d-en-ki-ke4 me-dim2 saĝ-ĝa2 X-ga^?- ka šag4-ba a-ma-ni-dim2  ^d-nin-maḫ-a-ra gu3 mu-un-na-de2-e  ^d-nin-maḫ […] u3-tud-bi-še3 am3-mi-ni-gub  ^d-nin-[maḫ] […] i3-si-ig  gi4-bi u4-mu-ul a-za-ad-bi gig-ga ki nam-X-bi gig-ga igi-bi gig-ga gu2-bi gig-ga  zi til-til ti sur-sur mur gig-ga šag4 gig-ga lipiš gig-ga  šu-bi(source: NI) a-za-ad la2-la2 ka-bi-še3 ninda nu-ĝar murgu2 [saĝ]-du ze2-re  zag-še sur ĝiri3 sur-sur a-gar3 nu-DU am3-ma-ni-/in\-dim2 ;" Enki devised a shape with head, …… and mouth in its middle, and said to Ninmaḫ: ""Pour ejaculated semen into a woman's womb, and the woman will give birth to the semen of her womb."" Ninmaḫ stood by for the newborn ……. and the woman brought forth …… in the midst ……. In return , this was Umul: its head was afflicted, its place of …… was afflicted, its eyes were afflicted, its neck was afflicted. It could hardly breathe, its ribs were shaky, its lungs were afflicted, its heart was afflicted, its bowels were afflicted. With its hand and its lolling head it could not not put bread into its mouth; its spine and head were dislocated. The weak hips and the shaky feet could not carry it on the field -- Enki fashioned it in this way."
 ^d-en-ki-ke4 ^d-nin-maḫ-ra gu3 mu-na-de2-e  lu2 šu dim2-ma-zu nam i-ni-in-tar ninda mi-ni-[šum2]  za-e lu2 šu dim2-ĝu10-uš nam-bi tar-ra-ab ninda ḫe2-[…-šum2]  ^d-nin-maḫ-e u4-mu-ul igi [du8-a-ni-ta e-ne]-še3 ba-e-gi4  u4-mu-ul mu-na-te  dug4-ga nu-zu-e  ninda gu7-a-ni-še3 mu-na-ab-de6 šu nu-mu-na-da-gid2-/de3\  ^ĝiš-gur8-u6 šag4^?- nu-mu-na-nu2 nu-mu-da-an-ĝal2-ĝal2  gub [nu]-mu-da-tuš nu-mu-da-nu2 e2 nu-mu-da-[X] ninda nu-mu-da-[gu7]  ^d-nin-maḫ-e ^d-en-ki-ra inim-ma mu-[…-gi4-gi4]  lu2 šu dim2-ma-zu lu2 til3-la in-nu lu2 [ug5-ga] /in\-nu il2-bi nu-mu-da ;" Enki said to Ninmaḫ: ""For your creatures I have decreed a fate, I have given them their daily bread. Now, you should decree a fate for my creature, give him his daily bread too."" Ninmaḫ looked at Umul and turned to him. She went nearer to Umul asked him questions but he could not speak. She offered him bread to eat but he could not reach out for it. He could not lie on ……, he could not ……. Standing up he could not sit down, could not lie down, he could not …… a house, he could not eat bread. Ninmaḫ answered Enki: ""The man you have fashioned is neither alive nor dead. He cannot support himself ."""
 ^d-en-ki-ke4 ^d-nin-maḫ-e mu-na-ni-ib-gi4-gi4  lu2 gi šu sig-ra nam mi-ni-tar ninda mi-ni-in-šum2  lu2 ĝiš-nu11 gi4-gi4-ra nam mi-ni-tar ninda mi-ni-in-šum2  /lu2\ ĝiri3 ḫum dab5-ra nam mi-ni-tar ninda mi-ni-in-šum2  lu2 a [sur-sur]-ra nam mi-ni-tar [ninda mi-ni-in-šum2]  munus nu-[u3-tud]-ra nam mi-ni-tar /ninda\ mi-ni-/in\-[šum2]  lu2 [su-ba ĝiš3 nu-ĝar gal4-la nu-ĝar]-ra nam mi-ni-[tar ninda mi-ni-in-šum2]  nin9-ĝu10 […]  […] ;" Enki answered Ninmaḫ: ""I decreed a fate for the first man with the weak hands, I gave him bread. I decreed a fate for the man who turned back the light, I gave him bread. I decreed a fate for the man with broken, paralysed feet, I gave him bread. I decreed a fate for the man who could not hold back his urine, I gave him bread. I decreed a fate for the woman who could not give birth, I gave her bread. I decreed the fate for the one with neither penis nor vagina on its body, I gave it bread. My sister, …….""2 lines fragmentary"
 A […] ; Ninmaḫ answered Enki: 9 lines fragmentary
 ^d-nin-[maḫ-e] [^d-en-ki-ra gu3 mu-na-de2-e]  aĝ2-[ĝa2 …]  aĝ2-/ĝa2\ […]  MA A […]  aĝ2-ĝa2 […]  aĝ2-ĝa2 […]  aĝ2-[ĝa2] X […]  […]  […]  […] X X DU […]  […] NI DU AĜ2 TAG-še3 [mu-ni]-/in\-kur9-re  a2-še3 an nu-mu-e-tuš ki nu-[mu-e]-tuš  i-bi2  il2-la-zu  ka-na-aĝ2-ĝa2  nu-ed2-en  ki za-e nu-til3-en iri-ĝu10 du3-a niĝ2-ĝu10 lib ba-sig9-ge-en  ud  me-e  niĝ2-ĝu10 šu-zu-ta šu la-ba-ra-e3 ;"  ""You entered ……. Look, you do not dwell in heaven, you do not dwell on earth, you do not come out to look at the Land. Where you do not dwell but where my house is built, your words cannot be heard. Where you do not live but where my city is built, I myself am silenced . My city is ruined, my house is destroyed, my child has been taken captive. I am a fugitive who has had to leave the E-kur, even I myself could not escape from your hand."""
 ^d-en-ki-ke4 ^d-nin-maḫ-ra mu-na-ni-ib-gi4-gi4  inim ka-zu e3-a a-ba-a i3-kur2-re  u4-mu-ul X TU dab5-ba ur2-zu-ta šu ĝal2-ab-ta  ^d-nin-maḫ^?- kiĝ2-ĝa2-zu ḫe2-bi2-la2-la2 šu nu-du7 ma-dab5 a-ba-am3 saĝ mu-un-ĝa2-ĝa2  lu2 me^?--dim2^?--ĝu10 eĝer-zu-še3 tuku-a ka-bi šu ḫe2-bi2-ĝal2  ud-da ĝiš3-ĝu10 me-teš2 ḫa-ba-i-i ĝeštug2 de5-ge-zu ḫe2-ĝal2  enkum ninkum  ud X ĝiri3 šub-šub gu2 nam-bi-[…] ka tar-zu ḫe2-[si-il]-le-ne  nin9-ĝu10 a2 nam-ur-saĝ-ĝa2 […] DU  šir3 […] nam-dub^?- […]  diĝir ĝiš tuku-a-bi u4-mu-ul du3^?- […] e2-ĝu10 ḫe2-ak-[e] ;" Enki replied to Ninmaḫ: ""Who could change the words that left your mouth? Remove Umul from your lap ……. Ninmaḫ, may your work be ……, you …… for me what is imperfect; who can oppose this? The man whom I shaped …… after you ……, let him pray! Today let my penis be praised, may your wisdom be confirmed ! May the enkum and ninkum …… proclaim your glory ……. My sister, the heroic strength ……. The song …… the writing ……. The gods who heard …… let Umul build my house ……."""
 ^d-nin-maḫ-e en gal ^d-en-ki-ke4 zag nu-mu-ni-in-ša4  a-a ^d-en-ki za3-mi2-zu dug3-ga ; Ninmaḫ could not rival the great lord Enki. Father Enki, your praise is sweet!
 a-a ^d-en-ki gud-dam a ri-a am gal-e tud-/da\  mi2 dug4-ga kur gal ^d-en-lil2-le ki aĝ2 an kug-ga  lugal ^ĝiš-meš3 abzu-a du3-a kur-kur-ta il2-la  ušumgal maḫ eridug^ki--ga gub-ba  ĝissu-bi an ki-a dul-la  [^ĝiš-]tir ^ĝiš-ĝeštin-na kalam-ma la2-a  [^d-en]-ki en ḫe2-ĝal2-la ^d-a-nun-na-ke4-ne  [^d-nu]-/dim2\-mud peš10-ĝal2 e2-kur-ra gaba-ĝal2 an ki-a  [e2]-/zu\ maḫ abzu-ta sig9-ga dim gal an ki-a  [^d-en]-ki igi 1 il2-la-ni kur-šag4-ge di-di  [alim] u3-tud lu-lim u3-tud-da  [šeg9] u3-tud šeg9-bar u3-tud-da  [X] šag4-tum2-ma si-dug4-ga šag4 ḫur-saĝ-ĝa2-ka  [(X)] X sig7-ga-ba lu2 nu-ku4-ku4-da  [šag4 kalam]-/ma\ gi ḫal-ḫal-la-gin7 igi-zu im-ši-ĝal2 ;" Grandiloquent lord of heaven and earth, self-reliant, Father Enki, engendered by a bull, begotten by a wild bull, cherished by Enlil, the Great Mountain, beloved by holy An, king, meš tree planted in the Abzu, rising over all lands; great dragon who stands in Eridug, whose shadow covers heaven and earth, a grove of vines extending over the Land, Enki, lord of plenty of the Anuna gods, Nudimmud, mighty one of the E-kur, strong one of heaven and earth! Your great house is founded in the Abzu, the great mooring-post of heaven and earth. Enki, from whom a single glance is enough to unsettle the heart of the mountains; wherever bison are born, where stags are born, where ibex are born, where wild goats are born, in meadows ……, in hollows in the heart of the hills, in green …… unvisited by man, you have fixed your gaze on the heart of the Land as on split reeds."
 ud šid-e itid e2-ba ku4-ku4 mu šu du7-du7-da  mu šu du7 unken-e eš-bar šum2-mu-da  eš-bar kiĝ2 ud-da   a-a ^d-en-ki uĝ3 saĝ si-a-ba lugal-bi za-e-me-en  ka ba-a-zu niĝ2 im-lu-lu ḫe2-ĝal2 ki bi2-ib-us2  pa-zu gu gurun-ba sig7-ga gada ḫa-ad-e du7-a  X diĝir-re-e-ne-ka me-te-aš im-mi-ib2-ĝal2  [X] X ĝiš ^ĝiš-tir-ba du3-a ^tug2-zulumḫi-e na-nam  [u8] zid sila4 zid na-su8-e me-te-aš im-mi-ib2-ĝal2  [X] X gana2 zid-da X […] um-mi-in-ra  […] guru7-du6 guru7-maš-e gu2 im-da-gur-re  [X X] X i3 na-nam ga na-nam tur3 amaš-e nam-de6  [sipad]-de3 i-lu-lam-ma-na dug3-ge-eš im-mi-ib-be2  /unud(UNU3)\-de3 dun5-dun5 ^dug-šakir-ra-ka-na ud im-di-ni-ib-zal-e  /kiĝ2\-sig unu2 gal diĝir-re-e-ne-ka me-te-aš im-mi-ib-ĝal2 ; Counting the days and putting the months in their houses, so as to complete the years and to submit the completed years to the assembly for a decision, taking decisions to regularise the days: Father Enki, you are the king of the assembled people. You have only to open your mouth for everything to multiply and for plenty to be established. Your branches …… green with their fruit ……, …… do honour to the gods. …… in its forests is like a fleecy garment. Good sheep and good lambs do honour to ……. When …… the prepared fields, …… will accumulate stockpiles and stacks. …… there is oil, there is milk, produced by the sheepfold and cow-pen. The shepherd sweetly sings his rustic song, the cowherd spends the day rocking his churns. Their products would do honour to the late lunches in the gods' great dining hall.
 /inim\-zu ĝuruš-e usu-ni-gin7 šag4-ga mu-ni-ĝal2  gud a2 gur-ra-gin7 kisal-a mu-un-du7-du7  /inim\-zu ki-sikil-e ḫi-li-a-ni-gin7 saĝ-ĝa2 mu-ni-in-ĝal2  [iri^ki-] ĝar-ĝar-ra-bi uĝ3-e u6 mu-e  [X X] X sig10-ga-am3 kaskal-e am3-ra ; Your word fills the young man's heart with vigour, so that like a thick-horned bull he butts about in the courtyard. Your word bestows loveliness on the young woman's head, so that the people in their settled cities gaze at her in wonder. 2 lines unclear
 [en-en]-e-ne barag-barag-ge2-/e\-ne  [šag4-bi] /ḫul2\-ḫul2-la-da silim di-e-de3  [za-a]-da kur gal ^d-en-lil2-le a2 mu-un-da-an-aĝ2  [^d-en-ki] en ḫe2-ĝal2-la en ĝeštug2-ga  [en] an-ne2 ki aĝ2 ḫe2-du7 eridug^ki--ga  [dug4]-/ga\ eš-bar ki-bi-še3 ĝar nam tar-re gal-zu  [X X] ud-de3 saĝ ba-ab-gi4 itid e2-ba ba-an-kur9  [… ba]-e-a-ed3-de3 šid-bi sa2 ba-ab-dug4  […] uĝ3 ki-tuš-ba bi2-in-tuš  […] /KA^?-\ TAR na-gada-bi bi2-in-us2 ; Enlil, the Great Mountain, has commissioned you to gladden the hearts of lords and rulers and wish them well. Enki, lord of prosperity, lord of wisdom, lord, the beloved of An, the ornament of Eridug, who establish commands and decisions, who well understands the decreeing of fates: you close up the days ……, and make the months enter their houses. You bring down ……, you have reached their number. You make the people dwell in their dwelling places ……, you make them follow their herdsman ……. 2 lines unclear
